11202.839844,11202.839844,0.010300,423.030361,11174.179688,11174.179688,0.010722,423.219978
11143.980469,11143.980469,0.010467,423.157660
11163.339844,11163.799805,0.010383,423.002040
11162.740234,11162.740234,0.010467,423.077984
11190.219727,11190.219727,0.010551,423.210237
12016.320312,12016.320312,0.010722,423.198169
12025.299805,12025.299805,0.010722,423.255435
11983.599609,11983.599609,0.010809,423.020725
12001.099609,12001.099609,0.010809,423.202114
11991.019531,11991.019531,0.010722,423.044320
11691.639648,11691.639648,0.011072,423.125918
11697.519531,11697.519531,0.011252,423.145842
11719.139648,11719.599609,0.011072,423.184880
11706.000000,11706.000000,0.011072,423.179367
11713.820312,11713.820312,0.011252,423.225798
11846.360352,11846.360352,0.010809,423.155161
11813.740234,11814.200195,0.010896,423.142243
11852.860352,11852.860352,0.010896,423.037390
11837.580078,11837.580078,0.011162,423.194249
11831.160156,11831.160156,0.011072,423.001586
12354.240234,12354.240234,0.010136,423.166225
12400.280273,12400.280273,0.010383,423.095530
12384.280273,12384.740234,0.010551,423.123853
12381.280273,12381.280273,0.010218,423.077582
12354.339844,12354.339844,0.010136,423.282531
12073.240234,12073.240234,0.010809,423.247185
12043.900391,12044.360352,0.010809,423.273172
12041.419922,12041.419922,0.010896,423.281547
12050.059570,12050.519531,0.011072,423.138814
12039.099609,12039.559570,0.010984,423.334479
12311.160156,12311.160156,0.012095,423.083505
12320.059570,12320.519531,0.012095,423.306514
12301.839844,12301.839844,0.011998,423.006947
12288.179688,12288.179688,0.011807,423.179991
12316.120117,12316.120117,0.012193,423.099293
12291.580078,12291.580078,0.011619,423.081168
12304.139648,12304.139648,0.011342,423.357710
12287.280273,12287.280273,0.011342,423.012716
12296.759766,12296.759766,0.011619,423.005657
12312.519531,12312.519531,0.011434,423.137429
11657.440430,11657.440430,0.010467,423.139572
11657.440430,11657.440430,0.010383,423.365743
11658.740234,11658.740234,0.010467,423.301802
11645.240234,11645.240234,0.010055,423.137784
11630.639648,11630.639648,0.010136,423.276715
12285.900391,12286.360352,0.010636,423.189245
12303.700195,12303.700195,0.010636,423.294001
12309.059570,12309.059570,0.010636,423.035556
12309.259766,12309.719727,0.010467,423.224655
12311.860352,12311.860352,0.010722,423.075068
13104.980469,13104.980469,0.011526,423.349792
13091.400391,13091.400391,0.011526,423.142108
13088.459961,13088.459961,0.011342,423.135648
13078.759766,13078.759766,0.011526,423.065953
13092.200195,13092.200195,0.011434,423.238869
8768.280273,8768.280273,0.009737,423.323560
8779.839844,8779.839844,0.009974,423.192658
8792.500000,8792.500000,0.010055,423.240287
8769.379883,8769.379883,0.009974,423.212567
8765.860352,8765.860352,0.010218,423.162909
9515.660156,9515.660156,0.011072,423.320845
9474.839844,9474.839844,0.010896,423.288032
9514.700195,9514.700195,0.011434,423.336371
9471.400391,9471.400391,0.011162,423.226095
9508.160156,9508.160156,0.011072,423.011193
8689.459961,8689.459961,0.007061,423.002179
8713.599609,8713.599609,0.007351,423.145014
8696.000000,8696.919922,0.007176,423.314949
8695.780273,8695.780273,0.007061,423.260874
8712.799805,8712.799805,0.007470,423.133033
1110206.125000,1110206.125000,0.009815,423.312428
1110174.625000,1110174.625000,0.009974,423.334290
